"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02661 2188020 0 0.9986 1.0000 0.9970 0.9986 0.9988 1.0000 0.9970
0.02671 2187796 0 0.9986 1.0000 0.9970 0.9986 0.9988 1.0000 0.9970
0.02681 2187572 0 0.9986 1.0000 0.9970 0.9986 0.9988 1.0000 0.9970
0.02691 2187348 0 0.9985 1.0000 0.9970 0.9985 0.9988 1.0000 0.9970
0.02701 2187124 0 0.9985 1.0000 0.9970 0.9985 0.9988 1.0000 0.9970
0.02711 2186900 0 0.9985 1.0000 0.9970 0.9985 0.9988 1.0000 0.9970
0.02720 2186676 0 0.9985 1.0000 0.9969 0.9985 0.9987 1.0000 0.9969
0.02730 2186452 0 0.9985 1.0000 0.9969 0.9985 0.9987 1.0000 0.9969
0.02740 2186228 0 0.9985 1.0000 0.9969 0.9985 0.9987 1.0000 0.9969
0.02750 2186004 0 0.9985 1.0000 0.9969 0.9985 0.9987 1.0000 0.9969
0.02760 2185780 0 0.9985 1.0000 0.9969 0.9985 0.9987 1.0000 0.9969
0.02770 2185556 0 0.9985 1.0000 0.9968 0.9985 0.9987 1.0000 0.9968
0.02780 2185332 0 0.9985 1.0000 0.9968 0.9985 0.9987 1.0000 0.9968
0.02790 2185108 0 0.9984 1.0000 0.9968 0.9984 0.9987 1.0000 0.9968
0.02800 2184884 0 0.9984 1.0000 0.9968 0.9984 0.9987 1.0000 0.9968
0.02810 2184660 0 0.9984 1.0000 0.9968 0.9984 0.9987 1.0000 0.9968
0.02820 2184436 0 0.9984 1.0000 0.9967 0.9984 0.9987 1.0000 0.9967
0.02830 2184212 0 0.9984 1.0000 0.9967 0.9984 0.9987 1.0000 0.9967
0.02840 2183988 0 0.9984 1.0000 0.9967 0.9984 0.9986 1.0000 0.9967
0.02850 2183764 0 0.9984 1.0000 0.9967 0.9984 0.9986 1.0000 0.9967
0.02860 2183540 0 0.9984 1.0000 0.9967 0.9984 0.9986 1.0000 0.9967
0.02870 2183316 0 0.9984 1.0000 0.9967 0.9984 0.9986 1.0000 0.9967
0.02880 2183092 0 0.9983 1.0000 0.9966 0.9983 0.9986 1.0000 0.9966
0.02890 2182868 0 0.9983 1.0000 0.9966 0.9983 0.9986 1.0000 0.9966
0.02900 2182644 0 0.9983 1.0000 0.9966 0.9983 0.9986 1.0000 0.9966
0.02910 2182420 0 0.9983 1.0000 0.9966 0.9983 0.9986 1.0000 0.9966
0.02920 2182196 0 0.9983 1.0000 0.9966 0.9983 0.9986 1.0000 0.9966
0.02930 2181972 0 0.9983 1.0000 0.9965 0.9983 0.9986 1.0000 0.9965
0.02940 2181748 0 0.9983 1.0000 0.9965 0.9983 0.9986 1.0000 0.9965
